HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
Grand Copthorne Waterfront,Mar-20,5,Customer Service 10/10..,"Booked this hotel recently for one night which was meant to be a special occasion.  When checking in, the level of accomodation offered was far below what we had expected when making the booking.  Uzair Yaacob (Food and Bev. Operations Manager) noticed my unhappy face while sitting in the bar.  He inquired why, and after hearing our story, insisted on us speaking up and fixing things. Uzairâ€™s attitude towards guests was to keep them happy whilst staying at the Grand Copthorne.  So in the end, we were listened to and amends were made. We then had the special occasion we were hoping for in the first place, in fact even better.  Many thanks to Uzair and management at the Grand Copthorne. Grand it was!",Feb-20,,
Grand Copthorne Waterfront,Feb-20,5,Great Hospitality,"We did not stay there but we conducted our official corporate meet in the banquet hall. Very beautiful place, great hospitality, and service. The food was very good and the overall management was mind-blowing.",Jan-20,,
Grand Copthorne Waterfront,Feb-20,5,Wonderful stay,"Great location near Robertson quay area and a short walk to China town. The staff were very friendly and helpful. Room was fab, very clean with plenty of room and comfy bed. Breakfast was great with plenty of choice. Great hotel to stay in Singapore",Jan-20,,
Grand Copthorne Waterfront,Feb-20,5,Great service!,"Great service at the executive lounge by Shirley, Wafa, Geylan and team on 9/2/2020. Would definitely recommend! Nice coffee and great French toast too! Good environment and wonderful view. Keep up the good work!",Feb-20,,
Grand Copthorne Waterfront,Feb-20,4,Excellent place to stay,"We were in Singapore for three days and had a Gala time with all the staff very helpful and the location of the Hotel was excellent with waterfront , sitting in evening time and having a drink was marvellous.",Dec-19,,
Grand Copthorne Waterfront,Feb-20,5,Good help,"I have problem with view of my room, fortunately Ted. Meredith.Shino & Bruno is willing to shortly help me to change the room to new one with upgrade. Thank you for your help and appreciate all the things",Jan-20,,
Grand Copthorne Waterfront,Jan-20,5,A good hotel,Stayed here for three nights in deluxe club room was well price with good amenities and lounge checking The room Was spacious and well appointed with free drinks in room non alcoholic and two laundry pieces a day Plenty of eating places on the river walk service good and concierge helpful A pleasant find in a hotel with good amenities and breakfast was good a wonderful stay Take bum boat ride,Jan-20,,
Grand Copthorne Waterfront,Jan-20,3,Couple of days after our cruise,The hotel is old. We had 2 rooms .  The rooms are not designed with any comfort in mind . There are only 2 charging plug points  both of which not not near the bedside nor conveniently located . One charging plug point  is at the floor skirting level no where near a bed or the writing table . So to make coffee one has to keep the kettle on the carpet.  The in room dining food is very limited and average. If you r a vegetarian and are staying for 3 nights u have to order the same dish every night if u want to eat in ur room. I ordered for fish cakes and what I got was something which I would get in a supermarket . I think they serve frozen supermarket stuff. My daughter who was down with food poisoning ordered for some ginger tea they said they cudnt brew any tea. Is this reallyâ€¦,Jan-20,,
Grand Copthorne Waterfront,Jan-20,4,Great Hotel - consistent,"I have stayed at Grand Copthorne waterfront many times ... the break at is really exceptional with choices .. rooms are good size, clean and extremely comfortable, Housekeeping is really average and can be improved a lot, staff are really friendly and very helpful, reception is good but maybe geared up for more tour groups - would have liked them to be more welcoming rather than give you the impression that they are doing you a favour checking you in... door staff and concierge are really brilliant always across all my stays .. make you feel so welcome and special.... the head chef at Grissini .. what can I say .. wov !!!",Jan-20,,
Grand Copthorne Waterfront,Jan-20,5,Absolute dream !! Best hotel in 25 years !!!,"First of all: We had our 25th wedding anniversary on the day of arrival! Everything started at the reception: arrived at the hotel at 09:30, not only that our room was ready, we also got an upgrade from the Club twin to the Club Deluxe room on the 23rd floor with a fantastic city view! Mary and Ted did their best, in the afternoon there was still a whole package of congratulations in the room! The club lounge is simply a dream, you not only get excellent breakfast there away from the hustle and bustle on the ground floor, but in the afternoon cake and coffee (really good !!) and in the evening cocktails and hors d'oeuvres! And all inclusive !! Also for a city hotel a really nice pool and a well-equipped fitness center! All in all, we loved it, thanks to the whole hotel team, anâ€¦",Jan-20,,
Grand Copthorne Waterfront,Jan-20,5,AMAZING HOTEL,"5th Jan - 20 Jan 2020  This was our 3rd visit in the past 2 years. On the 2 previous occasions we were in transit to other locations. We however felt that the Hotel ,location and places to visit deserved a longer stay .The staff are amazing, so helpful, nothing is too much trouble The choice of food for breakfast and evening meal is fantastic.The rooms were immaculate and the views of the river exceptional from our room on the 19th floor. There were also plenty of amenities for guests. There is also a courtesy bus available to China Town etc.  We could go on and on praising the Hotel and staff,they were all so helpful. This includes staff behind the scenes that do such a good job, laundry, domestics,maintenance,chefs etc . We would however just like to name 3 who's names we knowâ€¦",Jan-20,,
Grand Copthorne Waterfront,Jan-20,5,Singapore holiday,"Excellent hotel in a great location not far from everything you wish to visit.   We walked to most places.  The breakfast was fine but always busy and the staff were always helpful,in the bar and restaurants.",Jan-20,,
Grand Copthorne Waterfront,Jan-20,5,Fantastic visit,"We arrived at GCH Singapore, the staff at reception were very attentive and greeted us with huge smiles, Susan, our receptionist, booked us in gave us all the info we needed about the hotel, breakfast, lounges etc, we then went to the room and were greeted with a beautiful Anniversay Card, a bottle of beautiful sparkling wine,chocolates and a lovely cake, I had emailed ahead to let the hotel know it was our anniversay and this trip was part of our celebrations, I ordered just a bottle of wine, but the hotel staff went that extra mile and it was a very welcome surprise, thank you to everyone at GCH, the Hotel itself is a beautiful building, right next to the river, the bar is reasonably priced and the restaurant excellent value for money, the rooms are bright, airy and very veryâ€¦",Jan-20,,
